warehouse_id,date,inbound_volume,outbound_volume,throughput,avg_processing_time_minutes,delays_count,efficiency_score,staff_count,overtime_hours,error_rate,returns_received
WH-16,2024-12-24,167,795,795,19.83,11,88.71,13,39.8,3.62,31
WH-19,2024-06-23,400,366,366,10.67,12,73.27,69,50.9,1.1,31
WH-07,2025-09-15,346,769,769,35.5,12,73.53,36,36.4,2.56,33
WH-09,2025-01-10,340,256,256,38.24,15,92.34,27,41.5,0.94,33
WH-07,2025-02-24,352,396,396,10.26,19,,71,88.3,1.79,12
WH-16,2025-11-12,182,661,661,43.02,11,94.04,16,14.4,2.74,8
WH-06,2024-10-14,336,463,463,30.92,16,75.85,20,78.6,0.96,30
WH-06,2025-04-28,103,255,255,34.87,15,85.23,77,74.7,0.56,23
WH-15,2025-02-13,333,455,455,30.01,18,97.83,51,25.6,2.3,8
WH-09,2025-02-21,343,470,470,29.32,2,80.56,56,79.5,4.1,21
WH-01,2024-08-01,258,211,211,39.25,3,89.93,47,0.4,1.14,5
WH-14,2025-01-08,321,616,616,24.38,6,92.19,96,13.6,0.59,47
WH-17,2024-06-16,281,792,792,24.39,5,80.14,52,53.0,3.71,27
WH-20,2025-02-11,397,642,642,13.1,2,73.19,81,24.0,3.87,38
WH-15,2024-04-28,268,119,119,39.44,15,90.59,77,60.3,0.53,38
WH-11,2025-01-30,254,311,311,22.49,19,76.36,92,93.9,2.36,22
WH-17,2026-03-17,395,708,708,21.74,18,93.02,85,70.7,2.99,29
WH-14,2025-08-02,110,566,566,16.17,3,,11,91.4,3.53,35
WH-15,2024-10-01,161,695,695,35.89,15,80.72,26,81.4,2.96,18
WH-20,2025-07-14,212,490,490,44.12,15,92.35,87,51.9,0.84,31
WH-03,2025-11-12,90,582,582,14.67,4,96.9,23,18.0,2.62,10
WH-15,2024-10-05,302,672,672,32.6,8,86.36,98,76.0,2.24,42
WH-15,2025-08-21,240,512,512,37.1,18,79.03,30,6.8,0.38,28
WH-13,2025-12-15,337,305,305,40.63,15,,58,66.3,3.13,10
WH-10,2025-01-09,387,271,271,21.63,18,73.34,41,80.4,3.48,38
WH-19,2025-09-05,399,113,113,29.87,0,90.74,79,9.4,2.05,39
WH-13,2024-12-22,108,384,384,20.48,4,78.55,47,74.0,3.38,36
WH-19,2024-09-21,100,379,379,13.76,4,92.26,10,36.6,4.11,39
WH-01,2025-02-26,129,675,675,21.84,1,93.18,52,11.4,4.65,38
WH-17,2025-04-21,158,218,218,41.43,20,70.58,97,64.6,3.73,28
WH-01,2024-04-13,238,530,530,41.4,14,85.66,86,96.0,0.55,24
WH-14,2024-07-13,190,268,268,37.79,16,83.48,18,36.7,4.9,9
WH-06,2024-10-16,219,744,744,26.79,14,74.82,50,91.3,4.51,7
WH-04,2024-06-20,281,276,276,22.39,16,,50,22.5,3.38,1
WH-11,2025-01-01,226,438,438,39.6,20,82.09,16,67.4,3.12,20
WH-06,2024-05-24,284,726,726,27.06,7,73.03,42,62.4,4.94,50
WH-09,2024-10-26,344,425,2125,15.91,14,74.06,54,67.0,2.28,11
WH-18,2026-01-05,201,212,212,36.81,5,97.85,98,21.4,3.32,2
WH-01,2025-06-19,165,350,350,33.33,15,,73,50.1,3.95,12
WH-06,2024-07-31,257,190,190,10.25,2,94.77,56,68.6,3.47,40
WH-20,2024-10-01,165,637,637,10.33,19,93.92,68,14.4,4.67,16
WH-07,2025-11-19,382,753,753,20.55,18,93.57,56,44.4,0.6,11
WH-03,2024-06-27,87,204,1020,25.96,20,91.48,42,75.1,4.58,7
WH-03,2025-04-06,194,255,255,13.97,6,87.32,28,52.7,3.74,7
WH-09,2024-08-22,255,495,495,25.27,17,97.46,27,85.6,2.9,22
WH-05,2025-08-17,359,108,108,27.66,19,86.72,48,55.6,3.27,5
WH-17,2024-07-03,137,313,313,35.45,1,74.75,52,12.7,4.8,1
WH-08,2025-04-02,93,746,746,18.44,18,73.57,78,79.3,3.0,37
WH-09,2024-11-16,376,392,392,24.26,1,72.73,47,53.6,2.33,19
WH-16,2024-11-10,394,102,102,39.59,10,91.41,99,61.7,1.63,33
WH-04,2024-08-10,324,107,107,14.04,6,78.58,63,55.1,4.88,32
WH-02,2025-03-08,363,234,234,40.28,15,74.06,51,40.2,4.52,48
WH-07,2025-11-10,86,393,393,25.41,5,78.09,89,11.9,2.16,43
WH-18,2025-04-19,76,782,782,12.19,11,92.7,39,57.6,2.01,43
WH-02,2025-10-20,109,187,187,21.71,9,73.06,22,78.5,4.71,3
WH-13,2025-06-19,127,485,485,15.84,7,91.58,26,80.4,2.5,0
WH-13,2025-11-09,97,358,358,16.6,8,83.11,63,43.7,0.26,34
WH-16,2026-02-10,259,449,449,24.51,1,97.08,29,74.4,4.73,37
WH-14,2024-08-01,231,100,100,44.35,18,94.29,88,33.9,4.62,1
WH-08,2026-02-15,331,573,573,40.21,5,82.92,25,14.1,3.67,7
WH-02,2024-10-18,384,506,506,25.24,2,85.44,14,48.8,0.79,45
WH-08,2025-10-24,247,607,607,22.67,8,80.19,67,55.7,1.5,4
WH-20,2024-10-27,94,504,504,34.54,5,86.88,16,60.7,0.37,15
WH-17,2024-07-17,399,788,788,10.01,13,87.95,42,76.9,1.32,9
WH-17,2025-12-23,178,608,608,21.08,8,88.71,54,73.6,0.78,40
WH-09,2024-10-28,180,379,379,32.49,17,76.36,81,6.2,1.39,5
WH-12,2025-01-24,293,518,518,33.1,18,86.9,52,78.5,0.57,24
WH-15,2025-11-03,190,231,231,37.69,10,76.01,47,60.4,3.43,43
WH-10,2025-04-12,74,176,176,15.53,16,81.73,26,99.9,3.99,48
WH-05,2025-09-26,354,284,284,10.75,19,91.03,54,21.9,0.44,32
WH-09,2026-02-13,199,419,419,22.08,11,96.54,78,91.7,0.86,27
WH-08,2024-09-04,53,688,688,42.37,2,,12,61.9,1.75,48
WH-08,2025-12-19,174,307,307,12.73,16,90.87,26,87.2,3.29,36
WH-07,2024-11-03,366,245,245,28.31,19,,33,80.7,2.9,30
WH-01,2025-11-03,130,201,201,28.45,10,88.55,57,10.0,4.16,24
WH-02,2024-07-27,159,382,382,15.48,17,89.27,75,20.9,2.54,45
WH-17,2025-09-02,78,690,690,15.14,13,77.71,33,51.5,2.48,15
WH-18,2025-12-27,380,137,137,31.26,2,83.65,98,19.2,3.96,38
WH-04,2025-01-12,267,749,749,31.79,3,,57,45.2,1.61,7
WH-01,2025-12-14,277,540,540,25.21,16,75.21,81,55.8,1.87,0
WH-01,2025-11-20,242,210,210,43.45,8,87.65,21,25.4,3.88,27
WH-16,2025-03-17,376,143,143,21.1,5,,24,34.4,4.07,45
WH-03,2025-08-17,112,579,579,37.43,10,94.97,95,79.7,0.75,49
WH-08,2025-01-28,109,351,351,15.09,16,,93,16.6,0.31,45
WH-01,2024-05-19,158,242,242,23.82,0,82.79,72,78.8,1.49,16
WH-07,2025-06-30,144,702,702,20.42,17,95.54,68,55.7,0.04,39
WH-08,2024-09-22,182,755,755,43.25,6,97.41,20,57.3,2.85,44
WH-04,2025-09-03,78,695,695,20.13,8,71.21,46,59.3,2.22,48
WH-12,2025-01-19,80,599,599,22.14,16,89.96,79,3.7,0.85,15
WH-15,2025-02-05,216,495,495,43.65,6,71.36,100,29.2,0.47,50
WH-09,2024-10-23,54,244,244,24.58,2,85.25,40,77.8,2.61,30
WH-09,2024-09-20,144,641,641,10.77,16,83.0,43,61.4,0.85,18
WH-03,2025-10-11,248,354,354,37.83,2,,75,67.8,2.61,37
WH-05,2025-03-28,75,633,633,23.53,1,76.19,19,77.2,3.18,8
WH-18,2025-03-07,209,444,444,25.26,13,,20,80.4,4.52,0
WH-15,2024-08-22,270,294,294,11.61,1,84.36,45,26.8,1.14,40
WH-12,2024-04-27,176,669,669,18.11,19,70.33,67,58.4,1.04,46
WH-07,2024-11-10,321,116,116,17.59,5,84.86,17,46.9,3.17,2
WH-11,2024-04-17,64,715,715,30.77,12,84.04,56,63.2,3.65,44
WH-14,2025-04-24,291,586,586,24.95,4,72.58,14,82.5,1.12,2
WH-16,2025-12-13,63,456,456,10.36,12,85.79,35,25.1,3.22,37
WH-15,2024-08-20,171,213,1065,13.16,19,89.32,25,5.6,3.55,3
WH-04,2025-02-07,58,250,250,32.11,15,97.67,33,52.0,3.21,8
WH-11,2025-10-08,244,322,1610,10.24,17,91.38,11,7.1,4.54,21
WH-06,2026-02-08,381,800,800,41.5,2,88.43,55,39.3,3.52,42
WH-16,2026-04-09,188,549,549,16.73,18,95.65,98,62.9,0.02,22
WH-09,2024-09-30,165,322,322,35.61,12,82.0,88,8.5,3.54,44
WH-01,2026-01-14,125,590,590,33.74,15,70.33,36,18.1,0.2,30
WH-12,2025-09-29,78,493,493,38.68,2,83.45,68,29.2,3.21,1
WH-12,2024-07-08,249,556,556,20.36,2,74.86,50,28.8,2.2,29
WH-07,2026-03-24,110,565,565,44.04,12,94.99,28,10.9,1.08,18
WH-15,2025-01-20,110,422,422,23.18,20,97.39,66,54.3,3.79,15
WH-10,2024-12-25,320,553,553,21.82,12,96.45,80,46.4,1.08,47
WH-18,2026-01-26,319,244,244,42.64,6,,13,2.4,3.08,14
WH-10,2024-04-20,129,554,554,18.2,1,79.63,89,84.2,1.65,14
WH-13,2025-01-30,243,244,244,25.72,12,90.07,56,86.2,4.55,39
WH-02,2024-11-07,162,677,677,10.77,16,88.46,37,77.8,0.66,49
WH-14,2025-01-13,343,470,470,38.34,15,83.94,20,94.6,1.39,49
WH-06,2024-11-08,385,276,276,38.63,8,81.04,15,36.7,3.34,44
WH-01,2025-10-21,190,264,264,41.81,0,78.14,64,15.8,0.91,14
WH-10,2025-10-26,202,115,115,17.2,2,73.58,63,29.1,3.24,20
WH-01,2025-08-10,358,123,123,38.98,2,92.91,58,34.5,4.85,39
WH-08,2024-10-14,380,285,285,28.36,17,96.79,24,49.1,4.9,47
WH-16,2025-11-24,328,714,714,37.46,2,70.7,49,69.4,4.77,24
WH-13,2024-11-14,228,338,338,30.36,4,77.65,26,7.9,0.43,34
WH-13,2026-01-04,90,353,353,24.64,3,72.4,27,90.2,1.42,18
WH-16,2025-10-24,210,245,245,33.48,15,73.83,71,25.5,0.35,33
WH-09,2025-04-23,376,693,693,10.67,17,97.55,15,55.1,4.66,12
WH-20,2025-11-20,295,211,211,32.77,7,81.95,80,30.6,0.22,32
WH-07,2024-07-10,311,215,215,43.3,0,76.66,20,62.2,0.38,44
WH-12,2025-12-04,278,786,786,20.6,20,76.38,73,29.6,0.61,43
WH-15,2024-12-03,66,176,176,44.41,15,78.41,18,81.8,3.18,27
WH-06,2025-08-24,391,375,375,30.67,14,94.36,89,29.3,2.62,28
WH-18,2024-08-21,344,116,116,16.59,9,73.63,71,8.7,4.45,48
WH-10,2024-11-29,400,158,158,34.59,18,78.34,75,21.4,1.44,32
WH-13,2024-12-18,206,371,371,15.25,5,78.97,21,14.9,2.09,49
WH-09,2025-08-11,82,748,748,24.42,18,83.98,73,2.9,2.56,9
WH-04,2025-07-11,215,301,301,13.1,15,84.64,42,73.7,0.44,4
WH-04,2025-07-27,289,187,187,43.48,18,,61,4.7,1.6,24
WH-13,2026-01-26,386,106,106,42.16,20,83.37,29,36.3,4.62,34
WH-13,2025-09-12,210,296,296,39.93,4,83.38,48,23.7,1.57,0
WH-01,2024-08-02,280,287,287,34.22,20,83.02,86,37.5,3.21,2
WH-06,2025-12-18,126,102,102,44.52,8,74.6,17,3.4,4.62,36
WH-09,2025-06-02,357,349,349,29.91,13,80.81,71,86.1,4.35,31
WH-05,2026-01-25,318,741,741,35.84,4,84.32,30,84.5,0.55,27
WH-20,2024-07-03,341,631,631,10.45,18,93.61,46,27.1,0.98,13
WH-11,2025-12-27,58,733,733,13.11,6,78.04,20,87.8,1.45,18
WH-01,2024-07-22,102,687,687,25.76,15,,75,19.0,3.37,18
WH-05,2025-11-21,161,644,644,12.41,14,82.19,25,1.2,4.31,1
WH-04,2024-07-11,388,243,243,33.5,17,92.96,60,97.8,4.29,20
WH-20,2024-10-10,309,693,693,12.72,14,92.48,82,65.3,2.74,18
WH-11,2024-09-03,60,281,1405,44.29,14,78.44,100,20.7,3.5,7
WH-11,2025-03-19,142,264,1320,14.1,9,73.47,16,51.7,3.91,17
WH-18,2024-11-28,98,421,421,41.94,6,84.35,44,88.9,2.17,45
WH-02,2026-03-03,117,109,109,33.46,20,,91,14.1,3.28,45
WH-16,2025-02-03,167,596,596,38.6,5,,83,22.9,0.4,23
WH-04,2024-10-09,164,140,140,20.85,0,94.87,67,36.8,4.49,40
WH-03,2025-03-16,377,612,612,44.13,5,91.15,71,21.4,3.3,2
WH-03,2024-11-11,216,774,774,44.67,16,72.89,74,25.4,0.34,26
WH-03,2025-10-25,78,643,643,44.14,0,75.11,72,93.4,0.3,18
WH-02,2025-02-11,150,260,260,18.51,12,,87,41.5,3.51,40
WH-12,2024-08-14,394,434,434,13.79,11,77.84,26,47.8,1.55,31
WH-16,2025-08-01,394,470,470,22.91,2,77.27,26,33.5,4.98,2
WH-13,2025-11-11,323,492,492,27.75,10,81.6,13,92.9,0.95,9
WH-15,2024-10-21,376,650,650,12.91,6,76.79,14,12.5,4.63,44
WH-13,2024-05-31,53,715,715,16.86,5,,88,87.6,0.49,26
WH-17,2024-09-09,172,577,577,37.38,13,82.65,90,11.7,0.71,6
WH-13,2025-01-06,223,761,761,36.07,12,74.27,92,15.7,4.89,19
WH-07,2025-10-15,104,632,632,30.33,7,95.67,62,29.4,2.26,13
WH-01,2024-11-04,260,609,609,39.57,15,72.66,82,48.9,2.21,16
WH-12,2025-04-04,60,786,786,41.18,13,72.31,33,15.0,0.28,13
WH-08,2025-03-10,229,102,102,15.39,17,93.3,40,59.6,4.29,48
WH-18,2024-05-11,139,711,711,40.6,10,77.3,76,77.8,1.43,24
WH-03,2024-07-18,215,727,727,16.54,9,,45,18.4,1.64,46
WH-17,2024-06-25,127,558,558,22.17,20,,31,62.5,3.02,3
WH-11,2025-01-23,358,245,245,27.72,20,86.32,91,9.3,2.33,40
WH-11,2024-07-01,218,297,297,17.46,2,93.38,100,10.4,2.72,10
WH-17,2024-10-08,382,281,281,44.41,18,86.24,47,88.5,4.91,44
WH-04,2026-01-29,84,379,379,11.77,20,72.34,97,99.8,1.57,48
WH-14,2024-11-11,354,487,487,15.72,8,92.0,55,36.7,1.43,21
WH-03,2025-06-12,209,697,697,24.25,12,97.0,19,33.5,2.21,44
WH-06,2024-05-11,138,778,778,26.35,19,87.97,98,68.2,4.87,27
WH-09,2025-12-16,374,220,220,29.0,5,88.37,12,49.0,1.23,42
WH-05,2025-08-09,169,422,422,42.21,20,71.95,22,58.7,1.25,1
WH-16,2024-10-31,70,751,751,15.67,0,93.83,68,61.7,3.27,35
WH-04,2024-04-21,359,191,191,25.88,7,81.71,70,0.6,3.36,18
WH-01,2025-11-19,306,207,207,44.97,11,82.08,96,87.8,4.77,17
WH-10,2025-06-20,130,506,506,32.82,4,71.74,88,1.7,3.96,9
WH-20,2025-11-25,259,123,615,31.94,16,94.77,15,47.8,0.28,45
WH-10,2025-09-27,291,542,542,39.68,5,71.42,26,62.9,0.11,4
WH-05,2025-02-20,254,459,459,35.2,12,82.42,37,2.5,4.51,35
WH-14,2025-11-11,184,604,604,22.25,5,86.38,47,95.2,4.48,17
WH-16,2025-03-20,400,425,425,19.56,4,73.89,35,34.5,1.14,8
WH-03,2025-12-02,174,546,546,30.0,11,90.94,95,75.1,1.99,1
WH-13,2024-05-06,279,103,103,27.6,19,96.32,64,51.8,2.47,40
WH-03,2024-12-21,94,766,766,42.75,12,,42,19.7,1.81,29
WH-02,2024-12-02,260,781,781,24.1,16,73.2,66,26.3,0.81,6
WH-10,2025-03-06,101,736,736,17.96,15,84.15,96,4.6,2.01,7
WH-18,2026-01-10,386,342,342,32.23,6,82.73,93,47.6,2.0,6
WH-02,2025-04-30,397,725,725,27.32,16,94.03,58,83.2,2.8,50
WH-19,2024-10-27,369,447,447,18.33,14,86.76,30,7.0,0.55,3
WH-18,2025-09-11,84,440,440,37.32,5,85.03,48,16.6,4.76,16
WH-02,2025-02-25,111,377,377,22.25,13,87.9,35,97.9,0.52,0
WH-13,2026-01-10,203,329,329,27.61,19,71.33,72,31.5,0.78,4
WH-18,2025-07-30,191,478,478,24.14,3,96.64,48,65.9,0.2,5
WH-16,2024-10-23,245,566,566,27.47,4,97.2,31,73.2,4.73,42
WH-16,2026-02-21,50,196,196,37.57,15,85.76,100,91.3,2.48,47
WH-12,2025-12-30,236,693,693,44.75,2,87.16,75,73.6,2.98,38
WH-16,2024-10-12,87,145,145,33.16,2,85.88,23,57.9,1.63,2
WH-17,2025-07-24,112,141,141,15.41,13,97.02,34,39.5,4.1,39
WH-09,2025-01-18,139,736,736,30.72,11,72.22,28,2.3,1.38,33
WH-19,2024-10-27,327,109,545,23.58,19,75.34,84,12.7,1.71,19
WH-19,2025-12-29,100,127,127,31.49,0,70.77,17,15.6,3.06,40
WH-18,2025-11-14,348,311,311,36.27,2,90.64,79,38.7,1.2,18
WH-17,2025-06-10,67,708,708,36.23,4,70.36,10,1.4,0.35,22
WH-08,2025-08-10,65,796,796,23.71,10,73.25,79,40.4,1.18,19
WH-03,2025-11-20,338,445,445,44.03,19,88.21,84,39.3,3.18,47
WH-01,2024-05-09,378,402,402,22.79,14,79.74,100,82.4,3.76,31
WH-07,2025-08-13,206,687,687,12.58,7,82.51,55,18.4,3.73,27
WH-04,2026-04-05,149,698,698,30.61,5,70.15,76,66.9,4.31,5
WH-08,2026-01-02,188,218,218,29.79,16,85.96,33,2.5,1.84,16
WH-11,2024-12-15,109,216,216,13.57,8,76.99,31,30.0,0.08,22
WH-01,2024-11-26,212,200,200,44.95,16,94.85,78,50.4,0.57,23
WH-02,2024-05-20,364,628,628,23.27,1,79.32,14,64.5,2.03,42
WH-01,2025-10-20,375,401,401,24.16,15,86.21,71,5.9,2.92,8
WH-05,2025-06-06,164,217,217,11.59,9,85.33,25,38.1,2.28,41
WH-07,2024-06-06,99,525,525,38.96,8,70.47,70,97.2,3.26,36
WH-08,2025-02-05,279,719,719,13.26,1,90.2,24,77.5,2.14,0
WH-19,2026-04-12,323,266,266,18.93,16,92.83,70,89.1,1.2,4
WH-03,2025-06-02,323,295,295,28.5,2,96.65,53,34.5,0.11,1
WH-15,2024-08-16,248,486,486,43.19,2,92.97,91,25.3,1.56,50
WH-01,2024-09-06,52,710,710,37.58,6,71.54,33,1.7,1.97,50
WH-17,2025-01-02,86,314,314,34.72,13,76.78,76,82.3,1.18,20
WH-19,2024-07-02,222,777,777,16.56,4,,17,25.0,3.13,39
WH-03,2024-05-10,242,272,272,16.89,6,85.16,98,12.8,4.96,24
WH-06,2024-06-18,78,210,210,20.29,13,88.87,67,27.0,2.59,49
WH-18,2025-01-13,270,158,158,32.4,13,84.35,86,58.7,4.51,11
WH-09,2025-03-24,311,118,118,26.76,16,83.97,99,9.8,4.21,26
WH-12,2024-09-26,152,481,481,26.85,6,76.24,10,56.7,4.88,27
WH-04,2024-08-04,373,429,429,31.39,1,92.69,69,86.9,1.97,20
WH-17,2025-11-11,145,226,226,37.84,3,79.76,26,59.8,2.86,30
WH-13,2024-06-26,166,216,216,30.13,5,89.54,74,9.2,0.81,17
WH-08,2024-10-09,354,516,516,14.22,18,,32,95.2,0.93,19
WH-20,2024-11-30,223,752,752,25.73,20,76.22,57,77.5,3.93,3
WH-06,2025-11-20,147,277,277,35.5,14,72.61,60,87.0,3.47,3
WH-20,2024-05-25,191,262,262,33.28,19,82.37,47,50.8,2.26,8
WH-18,2024-05-13,324,451,451,32.76,3,,76,73.4,2.04,36
WH-05,2026-03-31,102,702,702,14.8,7,92.39,38,7.4,3.84,5
WH-08,2024-10-21,388,516,516,20.07,15,,61,69.3,4.33,48
WH-10,2025-02-03,94,798,798,11.66,9,74.47,99,32.9,2.92,18
WH-18,2026-02-28,332,103,103,23.88,14,89.9,85,85.2,3.94,31
WH-15,2025-04-20,53,610,610,33.85,20,97.63,90,32.5,3.05,43
WH-11,2025-03-11,299,330,330,37.93,8,87.13,37,27.8,3.56,2
WH-12,2024-06-09,106,476,2380,13.56,10,92.97,90,86.4,1.14,11
WH-20,2024-06-12,310,564,564,32.2,5,96.25,56,34.3,0.12,41
WH-09,2025-01-23,136,314,314,19.54,7,73.53,31,38.0,3.4,41
WH-04,2025-11-27,216,199,199,10.7,3,,13,48.5,1.54,2
WH-14,2026-01-06,192,599,599,17.33,19,97.29,59,47.6,3.78,2
WH-19,2025-06-20,114,388,388,22.28,16,93.17,63,44.3,1.69,43
WH-16,2025-04-15,92,243,243,11.83,9,70.25,76,57.4,0.32,27
WH-16,2025-06-02,320,313,313,30.6,15,86.3,55,3.7,0.7,8
WH-02,2025-11-04,108,321,321,10.84,4,79.27,30,72.4,2.34,17
WH-20,2025-12-18,123,464,464,29.17,17,72.85,38,35.4,0.52,38
WH-15,2024-09-05,67,781,781,16.44,3,82.91,44,31.2,2.4,29
WH-19,2024-05-19,219,779,779,27.72,18,90.41,20,37.6,1.87,26
WH-11,2024-10-11,56,384,384,40.38,8,96.08,84,62.2,1.0,17
WH-03,2024-11-15,296,355,355,27.83,0,89.25,55,25.9,4.0,3
WH-20,2026-03-20,75,193,193,40.04,9,80.13,23,63.5,0.98,11
WH-09,2025-07-18,64,104,104,18.31,19,90.99,45,74.5,4.62,4
WH-19,2025-04-22,381,619,3095,29.88,18,96.46,34,17.9,0.22,37
WH-15,2025-03-10,67,625,625,38.51,10,,49,38.2,3.97,22
WH-06,2025-07-22,86,185,185,41.35,3,91.04,51,57.7,1.8,33
WH-15,2024-11-19,292,397,397,27.76,12,,68,79.5,4.58,17
WH-16,2025-12-18,380,574,574,12.59,10,84.36,99,84.6,0.33,25
WH-07,2025-11-08,223,519,519,33.46,18,74.15,64,63.1,0.45,24
WH-04,2025-11-06,51,112,112,24.86,12,89.08,71,82.8,1.67,24
WH-16,2024-08-11,323,463,463,42.46,18,77.04,73,27.3,4.82,32
WH-16,2025-06-05,118,256,256,38.25,16,94.82,20,11.6,1.97,9
WH-10,2024-07-23,128,381,381,31.69,7,97.35,68,38.3,1.97,32
WH-15,2025-08-11,155,484,484,41.99,17,82.37,45,19.1,4.26,40
WH-17,2025-07-27,346,437,437,37.18,3,95.89,64,10.4,1.98,5
WH-13,2025-10-08,221,381,381,26.49,19,80.53,56,42.5,1.35,40
WH-14,2024-08-10,358,187,187,38.82,16,97.71,80,8.1,4.39,7
WH-10,2024-04-26,105,517,517,26.45,19,91.26,48,10.4,1.1,41
WH-01,2025-03-17,171,227,227,10.55,9,85.68,91,85.0,3.86,29
WH-09,2026-03-13,380,771,771,19.56,7,73.16,79,42.0,0.31,35
WH-09,2025-08-03,81,283,283,31.09,3,71.9,90,9.9,1.44,26
WH-18,2024-05-17,332,487,2435,35.14,4,78.79,92,26.3,0.12,46
WH-14,2025-08-18,321,756,756,42.43,8,82.83,96,8.7,1.0,42
WH-06,2026-03-14,200,461,461,15.83,18,70.78,86,33.0,3.44,24
WH-14,2026-04-12,360,386,386,42.28,4,93.52,89,6.4,3.64,18
WH-06,2025-10-15,165,604,604,28.68,12,79.97,54,90.3,2.75,16
WH-20,2026-01-26,125,536,536,27.28,13,76.84,28,86.0,2.44,33
WH-16,2025-04-11,66,348,348,25.21,6,88.88,84,13.6,1.14,26
WH-07,2026-02-20,350,193,193,31.02,8,74.42,56,10.8,4.36,32
WH-01,2024-09-07,346,170,170,15.37,19,91.74,37,50.8,1.59,19
WH-02,2025-04-08,307,425,425,36.56,7,93.55,79,87.2,1.66,40
WH-10,2025-10-15,205,642,642,31.94,2,83.39,99,31.8,0.64,3
WH-11,2025-06-22,238,337,337,30.56,7,81.94,21,11.6,1.75,30
WH-14,2026-03-24,215,322,322,12.67,12,77.83,34,94.7,1.54,42
WH-06,2025-06-06,356,144,720,27.3,3,81.87,70,71.1,2.94,34
WH-16,2025-08-11,250,310,310,10.88,11,84.5,63,28.0,0.34,13
WH-14,2026-02-24,391,462,462,24.25,5,76.93,85,56.6,1.82,12
WH-15,2025-06-02,141,655,655,32.54,18,93.61,35,16.8,4.67,24
WH-06,2025-09-30,378,636,636,10.13,9,89.05,79,31.7,0.43,50
WH-07,2025-08-29,256,444,444,13.49,17,97.6,25,25.8,0.45,12
WH-01,2025-07-02,108,529,529,42.55,15,,78,33.2,0.79,22
WH-08,2024-11-15,386,261,261,26.68,4,89.73,14,80.4,3.38,27
WH-03,2025-05-21,155,247,247,39.5,3,87.3,42,20.0,1.93,34
WH-19,2025-10-27,52,170,170,41.61,16,93.8,23,95.4,3.24,10
WH-14,2026-01-19,147,252,252,24.53,1,75.78,55,19.8,0.81,12
WH-03,2024-11-04,58,376,376,21.47,3,74.79,57,79.9,1.53,44
WH-10,2025-11-07,333,658,658,41.24,0,87.92,63,54.2,1.66,44
WH-11,2026-02-16,156,717,717,22.14,0,78.93,10,68.3,1.92,40
WH-16,2024-07-13,342,741,741,19.74,1,87.02,86,90.6,0.69,47
WH-06,2026-02-10,87,446,446,40.0,13,74.67,99,4.6,1.72,16
WH-03,2025-09-05,218,586,586,17.49,10,80.03,10,31.3,2.4,48
WH-08,2025-07-31,384,581,581,19.69,8,75.63,28,70.8,1.92,13
WH-04,2025-11-15,137,218,218,44.7,14,94.34,64,48.8,2.95,21
WH-11,2024-12-13,182,461,461,17.78,13,97.66,52,34.9,1.39,22
WH-11,2025-09-09,259,309,309,19.97,16,76.44,39,20.3,4.21,2
WH-10,2025-08-18,87,796,796,32.63,11,73.06,98,91.4,1.86,24
WH-17,2025-01-09,254,672,672,13.51,15,79.01,25,92.4,0.77,27
WH-09,2024-11-27,91,512,512,14.54,20,82.92,51,45.4,3.46,1
WH-07,2025-12-16,179,614,3070,44.56,6,76.45,44,97.1,1.23,22
WH-08,2024-10-16,89,564,564,27.17,16,84.06,81,36.6,3.21,4
WH-11,2025-02-20,279,774,774,29.62,3,,88,22.3,2.58,50
WH-18,2025-04-18,59,371,371,26.2,15,,76,49.7,2.35,19
WH-15,2024-12-16,153,441,441,14.23,16,91.88,13,55.7,0.39,38
WH-19,2024-12-19,120,697,697,34.48,8,94.29,20,71.0,3.49,25
WH-02,2025-07-15,102,672,672,38.07,14,80.11,60,95.0,4.19,9
WH-03,2024-09-09,252,774,774,35.36,13,76.69,81,23.8,2.46,18
WH-09,2024-04-26,266,146,146,21.86,4,78.57,98,20.0,3.22,20
WH-18,2025-09-29,306,392,392,12.21,14,84.37,19,12.7,3.53,39
WH-07,2025-10-20,350,791,791,27.27,5,71.2,44,72.6,1.2,2
WH-08,2024-09-12,360,355,355,19.69,20,96.52,63,71.3,1.35,48
WH-14,2026-02-25,52,756,756,17.86,17,89.96,47,16.3,4.08,9
WH-06,2024-08-18,377,354,354,16.03,10,79.13,62,99.3,4.74,6
WH-11,2025-08-12,140,759,3795,23.02,4,81.44,98,56.0,4.73,38
WH-09,2024-09-02,281,129,129,18.82,16,76.5,49,8.5,2.2,28
WH-20,2025-03-15,299,661,661,28.84,0,91.23,14,21.3,0.34,40
WH-12,2026-02-10,177,606,606,13.19,12,73.98,69,14.6,3.28,1
WH-06,2025-11-10,279,294,294,36.78,9,87.95,18,82.6,4.31,31
WH-09,2025-02-19,396,253,253,17.33,0,96.28,13,70.6,1.93,23
WH-05,2025-08-30,246,654,654,27.52,9,79.65,90,96.5,4.52,26
WH-06,2025-04-18,188,161,161,36.47,6,88.77,58,82.6,1.18,33
WH-19,2025-08-14,105,447,447,35.36,4,70.33,74,10.8,3.28,35
WH-07,2026-03-08,239,115,115,29.33,6,93.29,97,61.5,4.56,8
WH-14,2024-12-10,384,112,112,21.08,12,97.7,70,62.8,0.15,50
WH-03,2026-03-28,92,732,732,10.75,1,84.19,74,64.4,2.73,50
