vehicle_id,maintenance_date,maintenance_type,cost,description,mechanic_id,mileage_at_service,next_maintenance_due,service_duration_hours
VEH-073,2024-04-23,inspection,1985.01,Inspection - preventive,MECH-13,110764,2025-01-16,3.7
VEH-261,2024-10-09,tire_rotation,1761.89,Tire Rotation - emergency,MECH-10,188970,2024-12-28,9.7
VEH-261,2025-05-19,tire_rotation,181.48,Tire Rotation - routine,MECH-2,158619,2025-09-13,21.1
VEH-024,2024-09-18,general_check,1299.47,General Check - scheduled,MECH-14,126926,2025-03-19,8.0
VEH-248,2024-12-18,repair,1911.8,Repair - scheduled,MECH-17,177891,2025-02-04,15.7
VEH-033,2025-02-08,oil_change,956.67,Oil Change - scheduled,MECH-3,127872,2025-11-21,1.8
VEH-239,2024-06-08,brake_service,1681.01,Brake Service - preventive,MECH-13,57512,2024-09-19,18.5
VEH-104,2025-06-21,oil_change,1020.8,Oil Change - preventive,MECH-14,125187,2025-12-08,21.7
VEH-167,2026-01-28,replacement,616.29,Replacement - emergency,MECH-5,73914,2026-03-09,12.2
VEH-074,2026-02-09,oil_change,800.58,Oil Change - emergency,MECH-9,132585,2026-11-05,8.2
VEH-107,2024-08-04,repair,859.44,Repair - routine,MECH-12,144780,2024-12-14,3.8
VEH-004,2025-12-31,inspection,1840.51,Inspection - routine,MECH-19,162665,2026-02-10,13.5
VEH-174,2026-04-12,replacement,270.8,Replacement - scheduled,MECH-19,43366,2026-07-25,21.3
VEH-068,2025-09-26,inspection,1544.48,Inspection - scheduled,MECH-17,174428,2025-11-09,18.3
VEH-097,2025-02-26,repair,1816.68,Repair - emergency,MECH-3,194313,2025-04-08,5.0
VEH-125,2025-01-26,oil_change,138.11,Oil Change - emergency,MECH-11,173189,2025-10-09,7.3
VEH-146,2025-04-12,general_check,1543.59,General Check - preventive,MECH-7,51266,2025-07-10,11.3
VEH-159,2024-11-08,repair,1581.54,Repair - preventive,MECH-12,88208,2025-08-08,12.3
VEH-200,2025-10-19,replacement,645.96,Replacement - emergency,MECH-15,58477,2026-04-04,20.0
VEH-215,2025-10-25,brake_service,1542.72,Brake Service - routine,MECH-2,109284,2026-07-19,22.0
VEH-291,2024-09-20,general_check,759.43,General Check - scheduled,MECH-1,94456,,19.4
VEH-029,2025-08-18,repair,153.04,Repair - preventive,MECH-20,46094,,1.3
VEH-300,2025-11-27,replacement,409.77,Replacement - scheduled,MECH-18,19046,2026-03-15,16.5
VEH-064,2024-08-11,inspection,789.37,Inspection - preventive,MECH-14,126147,2025-06-30,8.2
VEH-180,2025-12-10,oil_change,149.78,Oil Change - emergency,MECH-20,53491,2026-12-01,23.2
VEH-291,2026-03-24,brake_service,109.02,Brake Service - preventive,MECH-17,181031,2027-01-13,14.6
VEH-077,2025-06-06,replacement,601.85,Replacement - routine,MECH-12,166977,2026-02-03,9.7
VEH-208,2025-07-05,tire_rotation,134.98,Tire Rotation - scheduled,MECH-14,91644,2025-12-13,6.2
VEH-226,2025-07-13,oil_change,1331.22,Oil Change - emergency,MECH-13,49010,2025-12-04,23.1
VEH-296,2024-10-18,brake_service,777.58,Brake Service - routine,MECH-8,66505,2024-11-17,13.5
VEH-064,2024-07-03,replacement,1459.98,Replacement - routine,MECH-14,55076,2025-02-22,17.5
VEH-167,2025-07-01,general_check,654.76,General Check - emergency,MECH-12,185372,2026-03-17,12.1
VEH-282,2025-08-30,inspection,261.69,Inspection - routine,MECH-15,81791,,6.2
VEH-213,2024-11-02,tire_rotation,1478.54,Tire Rotation - preventive,MECH-10,184125,2025-03-01,7.7
VEH-188,2025-05-25,brake_service,699.52,Brake Service - preventive,MECH-10,194681,2025-09-27,8.6
VEH-199,2026-04-09,replacement,331.23,Replacement - emergency,MECH-20,16797,2026-10-18,7.4
VEH-120,2025-11-29,replacement,547.51,Replacement - scheduled,MECH-8,132593,2026-08-27,7.4
VEH-289,2025-08-27,general_check,627.95,General Check - preventive,MECH-11,152630,2026-08-22,8.6
VEH-083,2026-01-09,tire_rotation,218.24,Tire Rotation - preventive,MECH-4,155050,2026-06-18,14.4
VEH-056,2025-11-09,tire_rotation,951.8,Tire Rotation - routine,MECH-10,28723,2026-01-23,3.6
VEH-136,2024-05-10,repair,392.06,Repair - preventive,MECH-16,30452,2024-11-07,19.2
VEH-210,2026-04-03,brake_service,362.47,Brake Service - scheduled,MECH-12,123780,2026-06-21,19.9
VEH-144,2024-06-18,replacement,1113.69,Replacement - preventive,MECH-10,182074,2025-04-04,13.8
VEH-153,2025-05-03,replacement,150.39,Replacement - scheduled,MECH-15,84708,2025-09-04,22.1
VEH-179,2025-04-11,tire_rotation,50.21,,MECH-10,123326,2025-12-22,18.6
VEH-116,2025-10-23,tire_rotation,737.69,Tire Rotation - scheduled,MECH-19,83219,2026-07-21,11.4
VEH-096,2024-08-08,inspection,1905.99,Inspection - emergency,MECH-19,53170,,15.1
VEH-024,2025-11-21,tire_rotation,834.53,Tire Rotation - scheduled,MECH-1,16774,2026-02-12,12.9
VEH-179,2026-02-03,repair,843.36,Repair - scheduled,MECH-18,168318,2026-03-21,19.2
VEH-035,2025-08-13,oil_change,690.81,Oil Change - preventive,MECH-10,119240,2025-12-21,15.3
VEH-214,2025-02-06,repair,1767.84,Repair - emergency,MECH-11,50201,2025-08-26,10.9
VEH-118,2025-06-11,general_check,499.29,General Check - preventive,MECH-4,182569,2026-04-13,1.8
VEH-208,2025-03-03,repair,723.25,Repair - routine,MECH-15,16713,2025-07-28,10.9
VEH-281,2026-02-14,repair,531.29,Repair - preventive,MECH-3,176234,2026-12-23,9.1
VEH-280,2026-01-03,brake_service,1861.86,Brake Service - emergency,MECH-15,160636,2026-09-30,8.8
VEH-281,2024-06-14,general_check,1189.04,General Check - scheduled,MECH-17,171384,2024-11-24,16.4
VEH-231,2024-11-20,oil_change,839.79,Oil Change - routine,MECH-17,127378,2025-10-23,16.9
VEH-278,2025-09-14,inspection,1383.86,Inspection - scheduled,MECH-14,199381,2026-08-19,10.4
VEH-238,2026-04-13,repair,841.69,Repair - scheduled,MECH-18,78346,2027-03-16,20.1
VEH-162,2024-08-21,replacement,1983.55,Replacement - routine,MECH-12,113126,2025-02-06,1.6
VEH-032,2025-01-13,oil_change,1088.61,Oil Change - preventive,MECH-14,68952,2025-12-14,16.0
VEH-074,2024-11-28,inspection,257.53,Inspection - preventive,MECH-1,191054,2025-08-18,23.2
VEH-204,2024-06-10,oil_change,1174.73,,MECH-10,88558,2024-10-29,22.4
VEH-273,2024-12-10,general_check,267.95,General Check - scheduled,MECH-8,158697,2025-04-04,10.3
VEH-030,2025-03-24,inspection,1127.98,Inspection - routine,MECH-14,103071,2026-01-13,11.1
VEH-240,2025-08-08,oil_change,1158.32,Oil Change - preventive,MECH-14,45471,2026-07-08,18.6
VEH-007,2024-07-14,oil_change,1824.1,Oil Change - routine,MECH-8,164513,2025-06-08,15.2
VEH-240,2024-12-05,tire_rotation,768.91,Tire Rotation - preventive,MECH-17,61525,2025-07-18,6.2
VEH-204,2025-02-26,oil_change,1194.24,Oil Change - routine,MECH-7,148808,2025-07-13,11.7
VEH-249,2025-08-08,brake_service,1543.91,Brake Service - scheduled,MECH-14,173752,2026-07-27,9.4
VEH-128,2024-06-29,repair,1532.06,Repair - emergency,MECH-2,46172,2024-11-16,18.5
VEH-289,2025-05-21,oil_change,550.03,Oil Change - preventive,MECH-13,61109,2025-08-29,12.7
VEH-027,2024-08-01,inspection,701.6,Inspection - scheduled,MECH-19,163074,2025-07-14,6.1
VEH-194,2026-03-08,tire_rotation,666.95,Tire Rotation - routine,MECH-10,68796,2027-01-27,8.3
VEH-142,2025-12-01,replacement,1201.77,Replacement - preventive,MECH-18,190187,2026-10-24,6.1
VEH-079,2024-07-31,brake_service,346.78,Brake Service - routine,MECH-3,29426,2024-10-05,12.0
VEH-237,2025-06-23,replacement,1840.24,Replacement - preventive,MECH-5,135501,2026-05-16,6.3
VEH-105,2024-09-10,general_check,1785.12,General Check - scheduled,MECH-20,76002,2025-06-05,18.2
VEH-243,2025-06-17,brake_service,305.66,,MECH-7,129648,2025-10-29,3.3
VEH-006,2025-10-02,tire_rotation,245.38,Tire Rotation - routine,MECH-15,37988,2025-12-07,5.2
VEH-009,2025-02-24,inspection,323.6,Inspection - routine,MECH-7,93517,2025-10-08,7.7
VEH-003,2024-12-23,inspection,1119.24,Inspection - routine,MECH-1,52885,2025-02-24,13.0
VEH-233,2025-05-04,replacement,932.01,Replacement - scheduled,MECH-13,106010,2025-06-03,17.0
VEH-206,2025-01-03,replacement,525.44,Replacement - emergency,MECH-1,160959,2025-05-15,2.6
VEH-166,2024-12-17,brake_service,1196.53,Brake Service - routine,MECH-5,177947,2025-08-06,2.5
VEH-096,2025-07-27,brake_service,443.92,,MECH-13,173116,2026-05-29,7.8
VEH-090,2024-06-12,tire_rotation,86.41,Tire Rotation - routine,MECH-19,23179,2025-01-02,6.6
VEH-199,2025-12-03,brake_service,1100.81,Brake Service - scheduled,MECH-5,161823,2026-08-03,17.8
VEH-102,2024-06-23,general_check,1904.83,General Check - emergency,MECH-18,81800,2024-11-10,15.3
VEH-208,2025-01-02,general_check,1460.95,General Check - emergency,MECH-2,54852,2025-11-19,19.6
VEH-279,2025-11-26,inspection,1669.83,Inspection - scheduled,MECH-6,74781,2026-05-30,20.1
VEH-071,2025-08-06,oil_change,200.5,Oil Change - routine,MECH-3,87657,2025-12-31,9.3
VEH-298,2024-09-02,repair,588.88,Repair - scheduled,MECH-14,97474,2025-04-27,19.0
VEH-251,2024-11-01,repair,1044.85,Repair - preventive,MECH-14,186547,2025-06-03,2.4
VEH-267,2025-02-17,oil_change,1807.8,Oil Change - preventive,MECH-17,79751,,2.8
VEH-237,2025-02-04,brake_service,451.99,Brake Service - routine,MECH-13,18893,2025-10-19,1.6
VEH-145,2025-04-06,inspection,449.04,Inspection - emergency,MECH-7,81052,2025-10-29,2.3
VEH-046,2024-10-11,general_check,1843.29,General Check - routine,MECH-12,167403,2025-08-04,10.4
VEH-118,2026-02-15,oil_change,1966.0,Oil Change - routine,MECH-4,160722,2026-09-10,21.4
VEH-108,2026-02-15,general_check,1063.22,General Check - routine,MECH-20,149776,2026-07-28,20.9
VEH-106,2025-04-02,replacement,1977.1,Replacement - preventive,MECH-18,179955,,3.4
VEH-237,2025-02-23,oil_change,1330.32,Oil Change - routine,MECH-19,138568,2025-09-20,2.7
VEH-228,2025-12-10,inspection,209.4,Inspection - routine,MECH-6,144664,2026-02-17,2.5
VEH-052,2024-07-14,inspection,454.45,Inspection - preventive,MECH-7,154860,2024-08-22,21.7
VEH-064,2024-10-27,repair,1946.92,Repair - emergency,MECH-4,175658,2025-02-24,12.8
VEH-016,2024-12-12,inspection,1856.24,Inspection - emergency,MECH-7,189127,2025-07-13,3.2
VEH-023,2025-07-06,oil_change,653.2,Oil Change - routine,MECH-8,83107,2026-02-25,3.4
VEH-273,2024-10-24,oil_change,1953.83,Oil Change - preventive,MECH-8,118838,2025-03-12,3.0
VEH-095,2026-02-28,tire_rotation,1295.62,Tire Rotation - scheduled,MECH-12,138667,2026-11-22,15.3
VEH-188,2026-02-15,general_check,1980.1,General Check - emergency,MECH-12,185249,2026-07-17,1.0
VEH-248,2024-12-05,brake_service,1774.88,Brake Service - preventive,MECH-1,104619,2025-08-25,7.9
VEH-140,2025-12-07,general_check,1561.38,General Check - emergency,MECH-16,63590,2026-02-02,3.4
VEH-194,2025-05-26,general_check,119.45,General Check - emergency,MECH-20,184845,2025-11-19,10.2
VEH-035,2025-05-06,repair,1612.21,Repair - scheduled,MECH-2,54409,2026-02-10,21.9
VEH-236,2024-04-25,tire_rotation,492.91,Tire Rotation - scheduled,MECH-3,69799,2024-07-27,12.6
VEH-191,2024-05-10,general_check,769.65,General Check - emergency,MECH-15,33807,2024-12-30,3.5
VEH-035,2025-10-29,inspection,1293.86,Inspection - scheduled,MECH-1,187310,2025-12-02,4.2
VEH-182,2025-11-15,repair,1343.28,Repair - scheduled,MECH-4,93541,2026-06-26,19.7
VEH-069,2024-06-04,general_check,1815.5,General Check - preventive,MECH-4,83504,2024-12-31,10.0
VEH-051,2025-12-19,general_check,1294.4,General Check - routine,MECH-14,149955,2026-11-28,12.8
VEH-119,2025-05-29,brake_service,312.05,Brake Service - scheduled,MECH-5,134228,2025-09-01,5.3
VEH-043,2026-01-14,replacement,940.18,Replacement - scheduled,MECH-15,86472,2026-05-01,21.7
VEH-182,2025-11-17,brake_service,1950.27,Brake Service - preventive,MECH-6,10943,2026-09-28,6.5
VEH-226,2024-06-24,general_check,990.01,General Check - scheduled,MECH-9,180571,2025-06-11,13.0
VEH-029,2025-10-20,tire_rotation,460.72,Tire Rotation - preventive,MECH-9,67806,2026-01-30,9.0
VEH-011,2024-07-25,oil_change,1376.44,Oil Change - emergency,MECH-8,65437,2025-07-06,22.9
VEH-177,2024-06-11,repair,1626.4,Repair - routine,MECH-6,11535,,6.7
VEH-035,2025-01-10,tire_rotation,891.12,Tire Rotation - emergency,MECH-12,18401,2025-05-01,5.1
VEH-134,2025-12-21,inspection,688.72,Inspection - emergency,MECH-5,199401,2026-02-15,2.6
VEH-190,2024-09-30,replacement,1571.48,Replacement - routine,MECH-20,53251,2024-12-26,19.3
VEH-048,2026-02-25,general_check,1279.86,General Check - preventive,MECH-16,132545,2026-12-24,23.3
VEH-031,2025-02-15,general_check,1142.21,General Check - routine,MECH-20,34693,2025-08-08,6.9
VEH-013,2024-12-06,inspection,1470.47,Inspection - scheduled,MECH-18,69722,2025-02-19,2.1
VEH-085,2025-09-12,tire_rotation,1848.39,Tire Rotation - emergency,MECH-3,101825,2025-12-28,17.1
VEH-080,2024-12-06,tire_rotation,1889.71,Tire Rotation - emergency,MECH-12,184230,2025-09-04,18.5
VEH-016,2025-10-26,replacement,1258.69,Replacement - scheduled,MECH-2,180916,2026-05-06,15.7
VEH-172,2026-03-18,brake_service,1231.58,Brake Service - emergency,MECH-13,192025,2026-07-08,22.9
VEH-243,2025-09-08,tire_rotation,575.73,Tire Rotation - routine,MECH-3,12856,2025-12-31,19.2
VEH-280,2024-09-13,repair,1796.86,Repair - scheduled,MECH-17,35083,2025-04-02,4.7
VEH-062,2024-11-27,replacement,1913.07,Replacement - emergency,MECH-19,54931,2025-02-15,3.1
VEH-118,2025-09-07,inspection,1816.45,Inspection - routine,MECH-8,59271,2026-08-05,5.1
VEH-103,2025-09-11,tire_rotation,648.23,Tire Rotation - routine,MECH-14,184126,2026-03-31,7.5
VEH-234,2024-04-18,replacement,1686.86,Replacement - emergency,MECH-19,178266,2025-01-06,20.4
VEH-083,2024-06-02,inspection,1259.5,Inspection - scheduled,MECH-19,84093,2024-09-13,7.7
VEH-207,2025-12-07,tire_rotation,1111.59,Tire Rotation - scheduled,MECH-1,40127,2026-10-02,16.2
VEH-230,2025-07-28,oil_change,401.64,Oil Change - scheduled,MECH-8,133751,2025-09-21,3.5
VEH-183,2025-12-26,replacement,1870.29,Replacement - scheduled,MECH-19,91454,2026-10-16,5.5
VEH-090,2024-04-27,repair,999.88,Repair - scheduled,MECH-15,73677,2024-11-10,5.0
VEH-127,2025-11-19,brake_service,1134.06,Brake Service - emergency,MECH-3,55404,2026-08-17,8.9
VEH-185,2025-07-26,replacement,462.54,Replacement - routine,MECH-7,95843,2026-03-21,19.8
VEH-255,2025-07-16,repair,1246.14,Repair - preventive,MECH-13,170136,2025-10-17,2.2
VEH-264,2025-05-30,repair,1184.23,Repair - preventive,MECH-10,83342,2026-05-26,12.0
VEH-056,2025-12-27,replacement,641.89,Replacement - scheduled,MECH-6,167686,2026-10-07,21.5
VEH-162,2025-05-30,replacement,281.46,Replacement - routine,MECH-17,64597,2025-07-31,21.8
VEH-243,2025-01-07,general_check,1968.41,General Check - routine,MECH-10,189913,2025-03-11,7.8
VEH-010,2025-05-27,tire_rotation,1056.33,,MECH-17,144497,2025-07-29,10.2
VEH-236,2025-10-22,general_check,1668.08,General Check - preventive,MECH-6,170740,2026-07-26,23.2
VEH-273,2025-11-09,tire_rotation,240.6,Tire Rotation - emergency,MECH-4,118182,2026-06-13,22.8
VEH-294,2025-07-29,oil_change,1765.67,Oil Change - preventive,MECH-15,145033,2025-10-24,12.9
VEH-101,2024-08-03,inspection,858.4,Inspection - scheduled,MECH-1,164567,2025-06-18,2.7
VEH-169,2024-07-06,brake_service,1549.26,Brake Service - routine,MECH-19,92516,2025-01-02,20.9
VEH-134,2025-07-01,brake_service,1678.86,Brake Service - emergency,MECH-5,131075,2025-08-29,15.2
VEH-242,2024-05-18,replacement,1920.83,Replacement - preventive,MECH-16,72347,2024-12-13,15.9
VEH-076,2025-06-28,replacement,252.38,Replacement - routine,MECH-12,13546,2025-11-18,1.2
VEH-199,2025-10-09,brake_service,1402.81,Brake Service - routine,MECH-1,188064,2026-03-24,10.4
VEH-191,2025-03-22,replacement,710.4,Replacement - emergency,MECH-4,167829,2025-04-25,3.6
VEH-188,2026-02-04,repair,1251.66,Repair - scheduled,MECH-3,107884,2026-07-13,12.8
VEH-006,2025-07-30,brake_service,1946.67,Brake Service - preventive,MECH-10,56574,2026-01-30,15.8
VEH-200,2024-08-09,repair,1446.88,Repair - emergency,MECH-12,106861,2025-05-11,13.2
VEH-045,2025-10-27,repair,1718.49,Repair - scheduled,MECH-14,22903,2026-03-15,19.6
VEH-065,2024-05-29,oil_change,1006.29,Oil Change - emergency,MECH-10,96353,2024-10-18,19.2
VEH-220,2024-10-16,inspection,790.99,Inspection - emergency,MECH-17,72604,2025-03-04,2.0
VEH-158,2025-09-11,tire_rotation,100.92,Tire Rotation - emergency,MECH-7,114528,2026-06-24,15.3
VEH-089,2025-04-14,inspection,1153.5,Inspection - routine,MECH-16,97135,2026-03-19,6.0
VEH-038,2024-08-22,repair,173.43,Repair - routine,MECH-6,124676,2025-07-08,3.1
VEH-019,2026-03-08,tire_rotation,1628.31,Tire Rotation - routine,MECH-4,24133,2026-10-19,15.3
VEH-090,2025-04-29,replacement,1191.67,Replacement - emergency,MECH-11,96664,2026-03-05,3.9
VEH-086,2024-12-12,tire_rotation,1935.93,Tire Rotation - routine,MECH-7,198042,2025-09-23,6.8
VEH-204,2024-05-27,repair,1764.69,Repair - routine,MECH-19,148387,2024-07-03,12.0
VEH-211,2025-06-01,inspection,1313.27,Inspection - preventive,MECH-11,137060,2026-04-17,9.0
VEH-181,2026-01-30,brake_service,1749.8,Brake Service - routine,MECH-5,134534,2026-09-08,14.4
VEH-032,2025-03-04,repair,1283.15,Repair - routine,MECH-12,198443,2026-01-13,9.1
VEH-245,2025-07-12,oil_change,879.79,Oil Change - routine,MECH-9,57199,2026-04-01,16.8
VEH-203,2025-09-02,replacement,1459.83,Replacement - preventive,MECH-18,152201,2025-11-19,14.5
VEH-181,2025-08-26,repair,1935.64,Repair - routine,MECH-17,42071,2025-10-27,15.1
VEH-281,2024-09-10,brake_service,1623.42,Brake Service - emergency,MECH-10,174185,2025-04-22,5.4
VEH-176,2026-02-28,repair,228.88,Repair - scheduled,MECH-16,194194,2026-12-23,20.9
VEH-238,2025-07-06,inspection,766.43,Inspection - routine,MECH-3,52557,2026-05-06,1.9
VEH-161,2024-07-22,repair,1835.06,Repair - scheduled,MECH-5,12046,2025-05-16,20.5
VEH-015,2026-02-07,tire_rotation,858.08,Tire Rotation - routine,MECH-10,156388,2026-09-16,19.7
VEH-205,2024-10-08,brake_service,1342.09,Brake Service - emergency,MECH-14,15661,2025-04-16,19.9
VEH-206,2025-01-03,repair,1205.88,Repair - emergency,MECH-7,20460,2025-12-03,12.3
VEH-080,2025-12-27,brake_service,984.34,Brake Service - routine,MECH-14,42558,,2.4
VEH-091,2025-06-07,tire_rotation,320.71,Tire Rotation - emergency,MECH-17,110643,2025-11-15,12.7
VEH-169,2024-09-03,tire_rotation,1178.06,Tire Rotation - routine,MECH-10,115380,2024-10-23,17.8
VEH-152,2025-11-22,brake_service,253.67,Brake Service - emergency,MECH-15,136215,2026-11-15,5.6
VEH-284,2024-12-30,replacement,1709.52,Replacement - preventive,MECH-10,169708,2025-11-16,15.1
VEH-114,2024-06-14,brake_service,1991.03,Brake Service - routine,MECH-3,17092,2025-03-20,8.4
VEH-158,2024-08-24,oil_change,1204.79,Oil Change - scheduled,MECH-19,98487,2025-03-21,7.5
VEH-041,2024-10-12,general_check,1387.93,General Check - emergency,MECH-5,112410,2025-05-25,6.1
VEH-144,2025-02-24,replacement,527.32,Replacement - preventive,MECH-2,139624,2025-05-04,20.9
VEH-185,2024-12-30,oil_change,328.11,Oil Change - emergency,MECH-17,78941,2025-08-09,18.8
VEH-194,2024-04-15,tire_rotation,746.24,Tire Rotation - scheduled,MECH-17,38704,2025-01-01,4.1
VEH-175,2025-12-03,oil_change,1446.82,Oil Change - preventive,MECH-13,174894,2026-05-20,22.5
VEH-212,2024-10-23,oil_change,531.56,Oil Change - preventive,MECH-6,198335,2025-08-25,4.3
VEH-119,2025-08-02,replacement,680.42,Replacement - preventive,MECH-12,77746,2026-05-23,16.1
VEH-041,2024-05-01,repair,1810.52,Repair - emergency,MECH-2,145898,2025-02-07,3.0
VEH-162,2026-02-02,inspection,959.87,Inspection - emergency,MECH-12,109136,2026-11-09,20.2
VEH-241,2025-07-18,replacement,278.54,Replacement - emergency,MECH-13,143360,2025-10-04,19.5
VEH-091,2026-02-22,repair,1240.07,Repair - preventive,MECH-19,121562,2026-05-08,10.4
VEH-003,2024-10-08,replacement,447.06,Replacement - preventive,MECH-9,132289,2025-06-24,9.1
VEH-266,2025-01-10,replacement,1426.55,Replacement - preventive,MECH-1,69339,2025-09-21,2.1
VEH-220,2025-01-22,inspection,1855.89,Inspection - routine,MECH-19,183768,2025-07-20,21.6
VEH-243,2025-09-20,oil_change,572.07,Oil Change - emergency,MECH-9,178379,2026-02-14,18.6
VEH-124,2024-10-21,brake_service,1438.89,Brake Service - routine,MECH-10,138083,2025-01-19,20.4
VEH-168,2025-04-19,tire_rotation,817.98,Tire Rotation - routine,MECH-3,172177,2025-08-02,6.3
VEH-140,2025-03-20,oil_change,1154.55,Oil Change - routine,MECH-11,110043,2025-12-12,23.6
VEH-274,2024-10-09,general_check,324.3,General Check - routine,MECH-2,29228,2025-08-22,10.0
VEH-149,2026-01-16,inspection,1055.65,Inspection - preventive,MECH-7,129270,2026-11-26,16.5
VEH-053,2026-03-12,tire_rotation,1518.29,Tire Rotation - preventive,MECH-9,22084,2026-10-30,10.7
VEH-194,2025-12-25,brake_service,241.72,Brake Service - emergency,MECH-19,86820,2026-03-02,20.9
VEH-209,2025-05-24,inspection,269.87,Inspection - preventive,MECH-19,73952,2025-10-29,21.0
VEH-043,2025-10-30,tire_rotation,1645.69,Tire Rotation - routine,MECH-9,130351,2026-03-27,15.6
VEH-145,2024-08-14,tire_rotation,1561.87,Tire Rotation - routine,MECH-2,150933,2025-06-12,4.2
VEH-102,2025-11-27,general_check,95.18,General Check - preventive,MECH-8,58779,2026-04-10,4.2
